Chart1_SeriesGroup_label,Chart1_SeriesGroup_Parametric Value_label,Chart1_SeriesGroup_Parametric Value_Chart1_CategoryGroup_label,Chart1_SeriesGroup_Parametric Value_Chart1_CategoryGroup_Chart1_CategoryGroup1_label,Chart1_SeriesGroup_Parametric Value_Chart1_CategoryGroup_Chart1_CategoryGroup1_Chart1_CategoryGroup2_label,Chart1_SeriesGroup_Parametric Value_Chart1_CategoryGroup_Chart1_CategoryGroup1_Chart1_CategoryGroup2_Chart1_CategoryGroup3_label,Chart1_SeriesGroup_Parametric Value_Chart1_CategoryGroup_Chart1_CategoryGroup1_Chart1_CategoryGroup2_Chart1_CategoryGroup3_Chart1_CategoryGroup4_label,Chart1_SeriesGroup_Parametric Value_Chart1_CategoryGroup_Chart1_CategoryGroup1_Chart1_CategoryGroup2_Chart1_CategoryGroup3_Chart1_CategoryGroup4_Chart1_CategoryGroup5_label,Chart1_SeriesGroup_Parametric Value_Chart1_CategoryGroup_Chart1_CategoryGroup1_Chart1_CategoryGroup2_Chart1_CategoryGroup3_Chart1_CategoryGroup4_Chart1_CategoryGroup5_Value_X,Chart1_SeriesGroup_Parametric Value_Chart1_CategoryGroup_Chart1_CategoryGroup1_Chart1_CategoryGroup2_Chart1_CategoryGroup3_Chart1_CategoryGroup4_Chart1_CategoryGroup5_Value_Y,Chart1_SeriesGroup_High Value_label,Chart1_SeriesGroup_High Value_Chart1_CategoryGroup_Chart1_CategoryGroup1_Chart1_CategoryGroup2_Chart1_CategoryGroup3_Chart1_CategoryGroup4_Chart1_CategoryGroup5_Value_X,Chart1_SeriesGroup_High Value_Chart1_CategoryGroup_Chart1_CategoryGroup1_Chart1_CategoryGroup2_Chart1_CategoryGroup3_Chart1_CategoryGroup4_Chart1_CategoryGroup5_Value_Y,Chart1_SeriesGroup_Low Value_label,Chart1_SeriesGroup_Low Value_Chart1_CategoryGroup_Chart1_CategoryGroup1_Chart1_CategoryGroup2_Chart1_CategoryGroup3_Chart1_CategoryGroup4_Chart1_CategoryGroup5_Value_X,Chart1_SeriesGroup_Low Value_Chart1_CategoryGroup_Chart1_CategoryGroup1_Chart1_CategoryGroup2_Chart1_CategoryGroup3_Chart1_CategoryGroup4_Chart1_CategoryGroup5_Value_Y
Flow,Parametric Value,10/1/2020 3:25:00 PM,MLC1,18526261,DF48450CG/S/P,D3910,True,10/01/2020 15:25:00,4.080000,High Value,10/01/2020 15:25:00,5.309,Low Value,10/01/2020 15:25:00,3.365
Flow,Parametric Value,10/1/2020 3:25:00 PM,SHB1,18526261,DF48450CG/S/P,D3910,True,10/01/2020 15:25:00,0.920000,High Value,10/01/2020 15:25:00,1.146,Low Value,10/01/2020 15:25:00,0.611
Flow,Parametric Value,10/1/2020 3:25:00 PM,SHB2,18526261,DF48450CG/S/P,D3910,True,10/01/2020 15:25:00,1.330000,High Value,10/01/2020 15:25:00,1.702,Low Value,10/01/2020 15:25:00,0.987
Flow,Parametric Value,10/1/2020 3:25:00 PM,SHB3,18526261,DF48450CG/S/P,D3910,True,10/01/2020 15:25:00,1.330000,High Value,10/01/2020 15:25:00,1.702,Low Value,10/01/2020 15:25:00,0.987
Flow,Parametric Value,10/1/2020 3:25:00 PM,SHB4,18526261,DF48450CG/S/P,D3910,True,10/01/2020 15:25:00,1.320000,High Value,10/01/2020 15:25:00,1.702,Low Value,10/01/2020 15:25:00,0.987
Flow,Parametric Value,10/1/2020 3:25:00 PM,SLB1,18526261,DF48450CG/S/P,D3910,True,10/01/2020 15:25:00,0.340000,High Value,10/01/2020 15:25:00,0.589,Low Value,10/01/2020 15:25:00,0.315
Flow,Parametric Value,10/1/2020 3:25:00 PM,SLB2,18526261,DF48450CG/S/P,D3910,True,10/01/2020 15:25:00,0.760000,High Value,10/01/2020 15:25:00,0.819,Low Value,10/01/2020 15:25:00,0.502
Flow,Parametric Value,10/1/2020 3:25:00 PM,SLB3,18526261,DF48450CG/S/P,D3910,True,10/01/2020 15:25:00,0.740000,High Value,10/01/2020 15:25:00,0.819,Low Value,10/01/2020 15:25:00,0.502
Flow,Parametric Value,10/1/2020 3:25:00 PM,SLB4,18526261,DF48450CG/S/P,D3910,True,10/01/2020 15:25:00,0.730000,High Value,10/01/2020 15:25:00,0.819,Low Value,10/01/2020 15:25:00,0.502
Flow,Parametric Value,10/1/2020 3:33:00 PM,MHB1,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,4.630000,High Value,10/01/2020 15:33:00,4.977,Low Value,10/01/2020 15:33:00,3.837
Flow,Parametric Value,10/1/2020 3:33:00 PM,MHB2,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,10.360000,High Value,10/01/2020 15:33:00,10.563,Low Value,10/01/2020 15:33:00,8.341
Flow,Parametric Value,10/1/2020 3:33:00 PM,MHB3,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,7.580000,High Value,10/01/2020 15:33:00,7.982,Low Value,10/01/2020 15:33:00,6.256
Flow,Parametric Value,10/1/2020 3:33:00 PM,MHB4,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,9.140000,High Value,10/01/2020 15:33:00,9.965,Low Value,10/01/2020 15:33:00,7.507
Flow,Parametric Value,10/1/2020 3:33:00 PM,MHC1,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,7.940000,High Value,10/01/2020 15:33:00,8.521,Low Value,10/01/2020 15:33:00,6.673
Flow,Parametric Value,10/1/2020 3:33:00 PM,MHG1,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,7.240000,High Value,10/01/2020 15:33:00,8.009,Low Value,10/01/2020 15:33:00,6.256
Flow,Parametric Value,10/1/2020 3:33:00 PM,MLB1,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,0.580000,High Value,10/01/2020 15:33:00,0.715,Low Value,10/01/2020 15:33:00,0.41
Flow,Parametric Value,10/1/2020 3:33:00 PM,MLB2,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,0.890000,High Value,10/01/2020 15:33:00,1.057,Low Value,10/01/2020 15:33:00,0.630
Flow,Parametric Value,10/1/2020 3:33:00 PM,MLB3,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,0.890000,High Value,10/01/2020 15:33:00,1.057,Low Value,10/01/2020 15:33:00,0.63
Flow,Parametric Value,10/1/2020 3:33:00 PM,MLB4,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,0.900000,High Value,10/01/2020 15:33:00,1.057,Low Value,10/01/2020 15:33:00,0.63
Flow,Parametric Value,10/1/2020 3:33:00 PM,MLC1,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,4.360000,High Value,10/01/2020 15:33:00,5.309,Low Value,10/01/2020 15:33:00,3.365
Flow,Parametric Value,10/1/2020 3:33:00 PM,SHB1,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,0.980000,High Value,10/01/2020 15:33:00,1.146,Low Value,10/01/2020 15:33:00,0.611
Flow,Parametric Value,10/1/2020 3:33:00 PM,SHB2,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,1.410000,High Value,10/01/2020 15:33:00,1.702,Low Value,10/01/2020 15:33:00,0.987
Flow,Parametric Value,10/1/2020 3:33:00 PM,SHB3,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,1.370000,High Value,10/01/2020 15:33:00,1.702,Low Value,10/01/2020 15:33:00,0.987
Flow,Parametric Value,10/1/2020 3:33:00 PM,SHB4,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,1.420000,High Value,10/01/2020 15:33:00,1.702,Low Value,10/01/2020 15:33:00,0.987
Flow,Parametric Value,10/1/2020 3:33:00 PM,SLB1,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,0.530000,High Value,10/01/2020 15:33:00,0.589,Low Value,10/01/2020 15:33:00,0.315
Flow,Parametric Value,10/1/2020 3:33:00 PM,SLB2,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,0.760000,High Value,10/01/2020 15:33:00,0.819,Low Value,10/01/2020 15:33:00,0.502
Flow,Parametric Value,10/1/2020 3:33:00 PM,SLB3,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,0.710000,High Value,10/01/2020 15:33:00,0.819,Low Value,10/01/2020 15:33:00,0.502
Flow,Parametric Value,10/1/2020 3:33:00 PM,SLB4,18526262,DF48450CG/S/P,D3910,True,10/01/2020 15:33:00,0.750000,High Value,10/01/2020 15:33:00,0.819,Low Value,10/01/2020 15:33:00,0.502
Flow,Parametric Value,10/1/2020 3:50:00 PM,MHB1,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,4.580000,High Value,10/01/2020 15:50:00,4.977,Low Value,10/01/2020 15:50:00,3.837
Flow,Parametric Value,10/1/2020 3:50:00 PM,MHB2,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,10.200000,High Value,10/01/2020 15:50:00,10.563,Low Value,10/01/2020 15:50:00,8.341
Flow,Parametric Value,10/1/2020 3:50:00 PM,MHB3,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,7.440000,High Value,10/01/2020 15:50:00,7.982,Low Value,10/01/2020 15:50:00,6.256
Flow,Parametric Value,10/1/2020 3:50:00 PM,MHB4,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,8.980000,High Value,10/01/2020 15:50:00,9.965,Low Value,10/01/2020 15:50:00,7.507
Flow,Parametric Value,10/1/2020 3:50:00 PM,MHC1,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,7.830000,High Value,10/01/2020 15:50:00,8.521,Low Value,10/01/2020 15:50:00,6.673
Flow,Parametric Value,10/1/2020 3:50:00 PM,MHG1,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,7.250000,High Value,10/01/2020 15:50:00,8.009,Low Value,10/01/2020 15:50:00,6.256
Flow,Parametric Value,10/1/2020 3:50:00 PM,MLB1,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,0.610000,High Value,10/01/2020 15:50:00,0.715,Low Value,10/01/2020 15:50:00,0.41
Flow,Parametric Value,10/1/2020 3:50:00 PM,MLB2,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,0.890000,High Value,10/01/2020 15:50:00,1.057,Low Value,10/01/2020 15:50:00,0.630
Flow,Parametric Value,10/1/2020 3:50:00 PM,MLB3,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,0.880000,High Value,10/01/2020 15:50:00,1.057,Low Value,10/01/2020 15:50:00,0.63
Flow,Parametric Value,10/1/2020 3:50:00 PM,MLB4,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,0.890000,High Value,10/01/2020 15:50:00,1.057,Low Value,10/01/2020 15:50:00,0.63
Flow,Parametric Value,10/1/2020 3:50:00 PM,MLC1,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,4.330000,High Value,10/01/2020 15:50:00,5.309,Low Value,10/01/2020 15:50:00,3.365
Flow,Parametric Value,10/1/2020 3:50:00 PM,SHB1,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,0.970000,High Value,10/01/2020 15:50:00,1.146,Low Value,10/01/2020 15:50:00,0.611
Flow,Parametric Value,10/1/2020 3:50:00 PM,SHB2,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,1.350000,High Value,10/01/2020 15:50:00,1.702,Low Value,10/01/2020 15:50:00,0.987
Flow,Parametric Value,10/1/2020 3:50:00 PM,SHB3,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,1.340000,High Value,10/01/2020 15:50:00,1.702,Low Value,10/01/2020 15:50:00,0.987
Flow,Parametric Value,10/1/2020 3:50:00 PM,SHB4,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,1.370000,High Value,10/01/2020 15:50:00,1.702,Low Value,10/01/2020 15:50:00,0.987
Flow,Parametric Value,10/1/2020 3:50:00 PM,SLB1,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,0.540000,High Value,10/01/2020 15:50:00,0.589,Low Value,10/01/2020 15:50:00,0.315
Flow,Parametric Value,10/1/2020 3:50:00 PM,SLB2,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,0.720000,High Value,10/01/2020 15:50:00,0.819,Low Value,10/01/2020 15:50:00,0.502
Flow,Parametric Value,10/1/2020 3:50:00 PM,SLB3,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,0.740000,High Value,10/01/2020 15:50:00,0.819,Low Value,10/01/2020 15:50:00,0.502
Flow,Parametric Value,10/1/2020 3:50:00 PM,SLB4,18526257,DF48450CG/S/P,D3910,False,10/01/2020 15:50:00,0.730000,High Value,10/01/2020 15:50:00,0.819,Low Value,10/01/2020 15:50:00,0.502
Flow,Parametric Value,10/2/2020 5:34:00 AM,MHB1,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,4.350000,High Value,10/02/2020 05:34:00,4.977,Low Value,10/02/2020 05:34:00,3.837
Flow,Parametric Value,10/2/2020 5:34:00 AM,MHB2,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,10.040000,High Value,10/02/2020 05:34:00,10.563,Low Value,10/02/2020 05:34:00,8.341
Flow,Parametric Value,10/2/2020 5:34:00 AM,MHB3,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,7.390000,High Value,10/02/2020 05:34:00,7.982,Low Value,10/02/2020 05:34:00,6.256
Flow,Parametric Value,10/2/2020 5:34:00 AM,MHB4,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,8.900000,High Value,10/02/2020 05:34:00,9.965,Low Value,10/02/2020 05:34:00,7.507
Flow,Parametric Value,10/2/2020 5:34:00 AM,MHC1,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,7.770000,High Value,10/02/2020 05:34:00,8.521,Low Value,10/02/2020 05:34:00,6.673
Flow,Parametric Value,10/2/2020 5:34:00 AM,MHG1,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,7.200000,High Value,10/02/2020 05:34:00,8.009,Low Value,10/02/2020 05:34:00,6.256
Flow,Parametric Value,10/2/2020 5:34:00 AM,MLB1,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,0.560000,High Value,10/02/2020 05:34:00,0.715,Low Value,10/02/2020 05:34:00,0.41
Flow,Parametric Value,10/2/2020 5:34:00 AM,MLB2,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,0.880000,High Value,10/02/2020 05:34:00,1.057,Low Value,10/02/2020 05:34:00,0.630
Flow,Parametric Value,10/2/2020 5:34:00 AM,MLB3,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,0.870000,High Value,10/02/2020 05:34:00,1.057,Low Value,10/02/2020 05:34:00,0.63
Flow,Parametric Value,10/2/2020 5:34:00 AM,MLB4,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,0.880000,High Value,10/02/2020 05:34:00,1.057,Low Value,10/02/2020 05:34:00,0.63
Flow,Parametric Value,10/2/2020 5:34:00 AM,MLC1,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,4.280000,High Value,10/02/2020 05:34:00,5.309,Low Value,10/02/2020 05:34:00,3.365
Flow,Parametric Value,10/2/2020 5:34:00 AM,SHB1,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,0.910000,High Value,10/02/2020 05:34:00,1.146,Low Value,10/02/2020 05:34:00,0.611
Flow,Parametric Value,10/2/2020 5:34:00 AM,SHB2,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,1.280000,High Value,10/02/2020 05:34:00,1.702,Low Value,10/02/2020 05:34:00,0.987
Flow,Parametric Value,10/2/2020 5:34:00 AM,SHB3,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,1.350000,High Value,10/02/2020 05:34:00,1.702,Low Value,10/02/2020 05:34:00,0.987
Flow,Parametric Value,10/2/2020 5:34:00 AM,SHB4,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,1.360000,High Value,10/02/2020 05:34:00,1.702,Low Value,10/02/2020 05:34:00,0.987
Flow,Parametric Value,10/2/2020 5:34:00 AM,SLB1,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,0.510000,High Value,10/02/2020 05:34:00,0.589,Low Value,10/02/2020 05:34:00,0.315
Flow,Parametric Value,10/2/2020 5:34:00 AM,SLB2,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,0.700000,High Value,10/02/2020 05:34:00,0.819,Low Value,10/02/2020 05:34:00,0.502
Flow,Parametric Value,10/2/2020 5:34:00 AM,SLB3,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,0.720000,High Value,10/02/2020 05:34:00,0.819,Low Value,10/02/2020 05:34:00,0.502
Flow,Parametric Value,10/2/2020 5:34:00 AM,SLB4,18526257,DF48450CG/S/P,D3910,True,10/02/2020 05:34:00,0.710000,High Value,10/02/2020 05:34:00,0.819,Low Value,10/02/2020 05:34:00,0.502
Flow,Parametric Value,10/2/2020 6:00:00 AM,MHB1,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,4.660000,High Value,10/02/2020 06:00:00,4.977,Low Value,10/02/2020 06:00:00,3.837
Flow,Parametric Value,10/2/2020 6:00:00 AM,MHB2,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,10.350000,High Value,10/02/2020 06:00:00,10.563,Low Value,10/02/2020 06:00:00,8.341
Flow,Parametric Value,10/2/2020 6:00:00 AM,MHB3,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,7.590000,High Value,10/02/2020 06:00:00,7.982,Low Value,10/02/2020 06:00:00,6.256
Flow,Parametric Value,10/2/2020 6:00:00 AM,MHB4,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,9.210000,High Value,10/02/2020 06:00:00,9.965,Low Value,10/02/2020 06:00:00,7.507
Flow,Parametric Value,10/2/2020 6:00:00 AM,MHC1,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,7.910000,High Value,10/02/2020 06:00:00,8.521,Low Value,10/02/2020 06:00:00,6.673
Flow,Parametric Value,10/2/2020 6:00:00 AM,MHG1,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,7.340000,High Value,10/02/2020 06:00:00,8.009,Low Value,10/02/2020 06:00:00,6.256
Flow,Parametric Value,10/2/2020 6:00:00 AM,MLB1,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,0.630000,High Value,10/02/2020 06:00:00,0.715,Low Value,10/02/2020 06:00:00,0.41
Flow,Parametric Value,10/2/2020 6:00:00 AM,MLB2,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,0.890000,High Value,10/02/2020 06:00:00,1.057,Low Value,10/02/2020 06:00:00,0.630
Flow,Parametric Value,10/2/2020 6:00:00 AM,MLB3,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,0.920000,High Value,10/02/2020 06:00:00,1.057,Low Value,10/02/2020 06:00:00,0.63
Flow,Parametric Value,10/2/2020 6:00:00 AM,MLB4,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,0.920000,High Value,10/02/2020 06:00:00,1.057,Low Value,10/02/2020 06:00:00,0.63
Flow,Parametric Value,10/2/2020 6:00:00 AM,MLC1,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,4.310000,High Value,10/02/2020 06:00:00,5.309,Low Value,10/02/2020 06:00:00,3.365
Flow,Parametric Value,10/2/2020 6:00:00 AM,SHB1,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,1.000000,High Value,10/02/2020 06:00:00,1.146,Low Value,10/02/2020 06:00:00,0.611
Flow,Parametric Value,10/2/2020 6:00:00 AM,SHB2,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,1.440000,High Value,10/02/2020 06:00:00,1.702,Low Value,10/02/2020 06:00:00,0.987
Flow,Parametric Value,10/2/2020 6:00:00 AM,SHB3,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,1.440000,High Value,10/02/2020 06:00:00,1.702,Low Value,10/02/2020 06:00:00,0.987
Flow,Parametric Value,10/2/2020 6:00:00 AM,SHB4,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,1.430000,High Value,10/02/2020 06:00:00,1.702,Low Value,10/02/2020 06:00:00,0.987
Flow,Parametric Value,10/2/2020 6:00:00 AM,SLB1,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,0.560000,High Value,10/02/2020 06:00:00,0.589,Low Value,10/02/2020 06:00:00,0.315
Flow,Parametric Value,10/2/2020 6:00:00 AM,SLB2,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,0.770000,High Value,10/02/2020 06:00:00,0.819,Low Value,10/02/2020 06:00:00,0.502
Flow,Parametric Value,10/2/2020 6:00:00 AM,SLB3,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,0.770000,High Value,10/02/2020 06:00:00,0.819,Low Value,10/02/2020 06:00:00,0.502
Flow,Parametric Value,10/2/2020 6:00:00 AM,SLB4,18526264,DF48450CG/S/P,D3910,True,10/02/2020 06:00:00,0.780000,High Value,10/02/2020 06:00:00,0.819,Low Value,10/02/2020 06:00:00,0.502
Flow,Parametric Value,10/2/2020 8:49:00 AM,MHB1,18526263,DF48450CG/S/P,D3910,True,10/02/2020 08:49:00,4.290000,High Value,10/02/2020 08:49:00,4.977,Low Value,10/02/2020 08:49:00,3.837
Flow,Parametric Value,10/2/2020 8:49:00 AM,MHB2,18526263,DF48450CG/S/P,D3910,True,10/02/2020 08:49:00,9.720000,High Value,10/02/2020 08:49:00,10.563,Low Value,10/02/2020 08:49:00,8.341
Flow,Parametric Value,10/2/2020 8:49:00 AM,MHB3,18526263,DF48450CG/S/P,D3910,True,10/02/2020 08:49:00,7.090000,High Value,10/02/2020 08:49:00,7.982,Low Value,10/02/2020 08:49:00,6.256
Flow,Parametric Value,10/2/2020 8:49:00 AM,MHB4,18526263,DF48450CG/S/P,D3910,True,10/02/2020 08:49:00,8.640000,High Value,10/02/2020 08:49:00,9.965,Low Value,10/02/2020 08:49:00,7.507
Flow,Parametric Value,10/2/2020 8:49:00 AM,MHC1,18526263,DF48450CG/S/P,D3910,True,10/02/2020 08:49:00,7.420000,High Value,10/02/2020 08:49:00,8.521,Low Value,10/02/2020 08:49:00,6.673
Flow,Parametric Value,10/2/2020 8:49:00 AM,MHG1,18526263,DF48450CG/S/P,D3910,True,10/02/2020 08:49:00,6.910000,High Value,10/02/2020 08:49:00,8.009,Low Value,10/02/2020 08:49:00,6.256
Flow,Parametric Value,10/2/2020 8:49:00 AM,MLB1,18526263,DF48450CG/S/P,D3910,True,10/02/2020 08:49:00,0.590000,High Value,10/02/2020 08:49:00,0.715,Low Value,10/02/2020 08:49:00,0.41
